game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
1045,FALSE,124,Resign,Black,5+10,mrphaseolusvulgaris,1712,cmcc,1500,c4 c5 Nc3 Nc6 e3 Nf6 Nf3 g6 Be2 Bg7 d3 O-O O-O d6 a3 Ne8 Nd2 f5 f4 e5 fxe5 Nxe5 e4 Nc7 exf5 Bxf5 Nf3 Nxf3+ Bxf3 Rb8 Nd5 Bd4+ Kh1 Kg7 h3 Be5 Ne3 Qh4 Nxf5+ Rxf5 Be3 Qg3 Bg1 Ne6 Bg4 Rxf1 Qxf1 Nf4 Qf3 Qh4 Bf2 Qh6 Bg3 Rf8 Bxf4 Rxf4 Qxb7+ Kf6 Qd7 Bxb2 Qe6+ Kg7 Re1 Rf6 Qd7+ Rf7 Qxd6 Qd2 Rd1 Qf2 Qh2 Bd4 Qg1 Qxg1+ Rxg1 Bxg1 Kxg1 h5 Be6 Re7 Bd5 Re2 Kf1 Ra2 Be4 Rxa3 Ke2 a5 Ke3 Ra2 g3 a4 d4 cxd4+ Kxd4 a3 c5 Rd2+ Kc3 a2 Kxd2 a1=Q Ke3 Qa3+ Kd4 Qa7 Kd5 Qc7 c6 Kf6 Kc5 g5 Bd5 h4 gxh4 gxh4 Kb5 Kg5 Kc5 Kf4 Kd4 Kg3 Kc5 Kxh3,A35,4,English Opening: Symmetrical Variation |  Two Knights Variation,English Opening,,Symmetrical Variation
1046,FALSE,39,Resign,White,15+15,toutou1965,1780,mrphaseolusvulgaris,1712,d4 d5 c4 e6 Nc3 Nf6 Nf3 Bb4 a3 Bxc3+ bxc3 Nc6 e3 h6 a4 a5 Ba3 Ne4 Qc2 b6 cxd5 exd5 Bd3 Nd6 O-O O-O Rfe1 Re8 Bxd6 Qxd6 e4 f6 Nd2 Bb7 exd5 Qxd5 Bc4 Nb4 Bxd5+,E20,8,Nimzo-Indian Defense: Ragozin Variation,Nimzo-Indian Defense,,Ragozin Variation
1047,FALSE,58,Resign,Black,8+0,blacktundro,2180,mrphaseolusvulgaris,1712,e4 c5 f4 d6 Nf3 Nc6 Nc3 e6 Bb5 Be7 Bxc6+ bxc6 d4 cxd4 Nxd4 c5 Nc6 Qc7 Nxe7 Qxe7 Be3 Nf6 Qf3 Bb7 O-O-O O-O g4 Rad8 g5 Nd7 Nb5 Nb6 h4 a6 Nc3 d5 exd5 Nxd5 Nxd5 Bxd5 Rxd5 Rxd5 Re1 Rfd8 Bf2 Rd2 f5 Qd6 Bg3 Qd5 Qh5 Qxa2 Qxf7+ Kxf7 fxe6+ Ke7 Bd6+ R8xd6,B21,3,Sicilian Defense: McDonnell Attack,Sicilian Defense,,McDonnell Attack
1048,FALSE,16,Resign,Black,10+1,strider02,1328,mrphaseolusvulgaris,1712,e3 c5 Bc4 e6 Qf3 Nc6 Nc3 d6 Ne4 d5 Be2 dxe4 Qxe4 Nf6 f4 Nxe4,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,,
1049,FALSE,52,Mate,Black,5+5,stephlema,1896,mrphaseolusvulgaris,1712,d4 d5 c4 e6 Nf3 Nf6 Bg5 Nbd7 Nc3 g6 e3 Bg7 Rc1 O-O Be2 a6 O-O c6 b4 Qb6 a3 a5 c5 Qc7 Ra1 axb4 axb4 Rxa1 Qxa1 Ne4 Nxe4 dxe4 Be7 Re8 Bd6 Qd8 Ne5 Bxe5 dxe5 f6 f4 fxe5 fxe5 Qg5 Qc3 h5 Qd4 h4 Qxe4 h3 Qf4 Qxg2#,D30,7,Queen's Gambit Declined: Traditional Variation,Queen's Gambit,Declined,Traditional Variation
1050,TRUE,22,Resign,Black,10+0,hindenburg9192,1500,vishalvasans1,1591,e4 e6 Nf3 d5 Nc3 Nc6 d4 dxe4 Nxe4 Nf6 Nc3 Bb4 a3 Ba5 b4 Bb6 Bc4 Nxd4 Qxd4 Bxd4 Nxd4 Qxd4,C00,5,French Defense: Two Knights Variation,French Defense,,Two Knights Variation
1051,TRUE,43,Resign,White,10+0,vishalvasans1,1582,mascarpov,1494,d4 d5 c4 c6 Nc3 Nf6 Nf3 Bg4 e3 e6 Be2 Bb4 Qb3 Qa5 Bd2 Ne4 Nxe4 Bxd2+ Nexd2 b6 O-O O-O cxd5 Qxd5 Qxd5 exd5 Rac1 Re8 h3 Bh5 Rfe1 Re6 Ne5 Bxe2 Rxe2 f6 Nd3 Nd7 Nb4 c5 dxc5 bxc5 Nxd5,D15,7,Slav Defense: Three Knights Variation,Slav Defense,,Three Knights Variation
1052,TRUE,27,Resign,White,10+0,jotao,1726,vishalvasans1,1589,e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 g3 Be7 Bg2 O-O O-O c5 c3 Nc6 Be3 cxd4 Nxd4 Nxd4 Bxd4 Bf5 Bxf6 Bxf6 Qxd5 Re8 Qxf5,C01,5,French Defense: Exchange Variation,French Defense,,Exchange Variation
1053,TRUE,41,Mate,White,10+0,vishalvasans1,1577,taliby,1618,c4 d5 cxd5 Qxd5 Nc3 Qf5 Nf3 Nc6 g3 Nf6 Bg2 e6 O-O Bc5 d3 O-O Bf4 Bd6 Bxd6 cxd6 Rc1 Qg6 Qa4 Bd7 Qb3 d5 Qxb7 Rab8 Qc7 Rxb2 e4 d4 Nd1 Rxa2 Rxc6 Rc8 Qxc8+ Bxc8 Rxc8+ Ne8 Rxe8#,A10,2,English Opening: Anglo-Scandinavian Defense,English Opening,,Anglo-Scandinavian Defense
1054,TRUE,30,Mate,Black,10+0,vishalvasans1,1577,isaac_villarreal,1534,c4 e5 g3 Nc6 Bg2 Nf6 Nc3 Bc5 e3 d6 Nge2 Be6 O-O d5 cxd5 Nxd5 a4 Qd7 Re1 O-O-O e4 Bh3 Bh1 Nf6 d3 Ng4 Be3 Nxe3 fxe3 Bxe3#,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
1055,TRUE,125,Mate,White,10+0,koshi12,1693,vishalvasans1,1585,d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 cxd5 Nxd5 e3 O-O Bd3 Nc6 O-O Bd7 Bd2 a5 Rc1 Re8 Be4 Nxc3 bxc3 Bd6 c4 b6 c5 bxc5 dxc5 Be7 Qc2 Bf6 Bxh7+ Kh8 Be4 Rb8 Bxc6 Bxc6 Bxa5 Bxf3 gxf3 Bh4 Qe4 g6 Bc3+ Kh7 Qe5 f6 Qf4 Bg5 Qg3 Rh8 Ba5 e5 f4 exf4 exf4 Bh6 f5 Rg8 Bxc7 Qc8 Bxb8 gxf5 Qxg8+ Qxg8+ Bg3 f4 c6 fxg3 hxg3 Bxc1 Rxc1 Qc8 c7 Kg7 a4 Kf7 Kg2 Ke7 Kf3 Kd7 Ke4 Ke6 a5 f5+ Kf4 Kf6 a6 Ke6 a7 Kd7 a8=Q Qxa8 c8=Q+ Qxc8 Rxc8 Kxc8 Kxf5 Kd8 g4 Ke8 g5 Kf7 f4 Kg7 Ke6 Kg6 f5+ Kxg5 f6 Kg6 f7 Kg7 Ke7 Kg6 f8=Q Kh7 Qf5+ Kg7 Qg5+ Kh8 Kf7 Kh7 Qh5#,D37,7,Queen's Gambit Declined: Three Knights Variation,Queen's Gambit,Declined,Three Knights Variation
1056,TRUE,16,Resign,White,10+0,vishalvasans1,1573,kbob,1590,c4 e6 g3 c6 Bg2 d5 cxd5 exd5 Nf3 Bg4 O-O Nf6 Nc3 h5 h4 Nbd7,A13,2,English Opening: Agincourt Defense,English Opening,,Agincourt Defense
1057,TRUE,53,Resign,White,10+0,david007mu,1597,vishalvasans1,1583,e4 e6 e5 d5 exd6 Bxd6 Qg4 Qf6 Bd3 Ne7 Qh5 h6 Qb5+ Nbc6 Ne2 O-O O-O a6 Qa4 b5 Bxb5 Bd7 Bxc6 Bxc6 Qg4 Qe5 Ng3 Nf5 d3 Nxg3 Qxg3 Qxg3 fxg3 Be5 c3 Rfd8 d4 Bf6 Bf4 Rd7 Na3 Rb8 b3 Be7 Nc4 Bb5 Rab1 Bd6 Rfe1 c5 Bxd6 Bxc4 Bxb8,C00,3,French Defense: Steinitz Attack,French Defense,,Steinitz Attack
1058,TRUE,49,Mate,White,10+0,spsingh1987,1603,vishalvasans1,1594,e4 e6 Nf3 d5 e5 c5 c3 Nc6 Bb5 Bd7 Be2 Qc7 d4 Nge7 Bg5 Nf5 a4 Qb6 b3 cxd4 cxd4 Nfxd4 O-O Nxf3+ Bxf3 Nxe5 Be2 Bc5 a5 Qc7 Nc3 Bd4 Rc1 Bxc3 Bd2 Qxa5 Bxc3 Qc7 Bh5 O-O f4 Nc6 Qg4 g6 Qg5 f5 Bxg6 hxg6 Qxg6#,C00,3,French Defense: Knight Variation,French Defense,,Knight Variation
1059,TRUE,59,Resign,White,10+0,vishalvasans1,1586,nonneposso,1623,c4 Nf6 g3 e5 Bg2 d6 Nc3 Nbd7 Nf3 Be7 O-O O-O d4 e4 Ng5 d5 cxd5 Nb6 Ngxe4 Nbxd5 Nxf6+ Bxf6 Nxd5 c6 Nxf6+ Qxf6 Bf4 Be6 Be5 Qe7 a3 f6 Bf4 Rad8 b4 a6 e4 g5 Be3 h5 Qxh5 Rf7 Rfd1 Rh7 Qe2 Qf7 a4 g4 d5 Qh5 dxe6 Qxh2+ Kf1 Rxd1+ Qxd1 Rh3 Qxg4+ Kh7 Qxh3+,A15,2,English Opening: Anglo-Indian Defense,English Opening,,Anglo-Indian Defense
1060,TRUE,86,Mate,Black,10+0,vishalvasans1,1592,nezaisiu,1783,c4 e5 g3 f5 Bg2 Nf6 Nc3 c6 e3 Bb4 Qc2 O-O Qxf5 Qc7 Qc2 d6 Nge2 Be6 b3 Nbd7 O-O Rac8 d4 d5 dxe5 Nxe5 c5 Qf7 Nd4 Bd7 Bb2 Bxc5 Rad1 Be7 e4 c5 Nf5 d4 Nxe7+ Qxe7 Nd5 Nxd5 exd5 Bf5 Be4 Bh3 Bxh7+ Kh8 Be4 Bxf1 Kxf1 Ng4 Bf5 Ne3+ fxe3 Qxe3 Re1 Qf3+ Kg1 Qxf5 Qxf5 Rxf5 Rf1 Rxd5 Rc1 b6 b4 Re8 bxc5 bxc5 Ba3 d3 Rxc5 Rxc5 Bxc5 d2 Bxa7 d1=Q+ Kg2 Re2+ Kf3 Qd3+ Kg4 Re4+ Kh3 Qf1#,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
1061,TRUE,52,Mate,Black,10+0,vishalvasans1,1602,chimimdq,1629,c4 b6 Nc3 Bb7 e3 e6 Nf3 Bb4 g3 Qf6 Bg2 g5 O-O Bxc3 bxc3 g4 Nd4 Bxg2 Kxg2 Ne7 Nb3 Rg8 c5 bxc5 Nxc5 e5 f3 gxf3+ Qxf3 Qxf3+ Rxf3 a5 Ba3 d6 Nd3 Nbc6 Rf2 O-O-O Raf1 f5 Ne1 e4 h3 Rdf8 g4 h5 Kh2 hxg4 hxg4 Rxg4 Kh3 Rh8#,A10,1,English Opening,English Opening,,
1062,TRUE,96,Mate,Black,10+0,guillerminmin,1516,vishalvasans1,1593,e4 e6 Qf3 d5 e5 c5 c3 Nc6 d4 cxd4 cxd4 Nxd4 Qd3 Nc6 Nc3 Nxe5 Qd4 Nc6 Qf4 Nf6 Be2 Nb4 Kd2 Ne4+ Nxe4 dxe4+ Ke1 Nc2+ Kf1 Nxa1 Qxe4 Qc7 Qa4+ Bd7 Qd1 Nc2 f3 Bd6 Nh3 Nb4 g3 Nxa2 Bf4 Bxf4 Nxf4 Qc1 Kg2 Qxd1 Rxd1 Nb4 Nd3 Nxd3 Rxd3 Bb5 Re3 Bxe2 Rxe2 O-O f4 Rac8 b4 Rc4 Ra2 Rxb4 Rxa7 Rb1 Kh3 b5 Ra6 g6 g4 b4 f5 gxf5 gxf5 exf5 Rf6 b3 Rxf5 b2 Rf2 Rb8 Rg2+ Kf8 Kh4 Rd1 Rxb2 Rxb2 h3 Rd4+ Kg5 Rb5+ Kh6 Rd6+ Kxh7 Rh5#,C00,2,French Defense #2,French Defense,,#2
1063,TRUE,114,Resign,Black,10+0,frikazoid55,1475,vishalvasans1,1585,e4 e6 Nf3 d5 d3 dxe4 dxe4 Qxd1+ Kxd1 Nc6 Be2 Nf6 Nc3 Bc5 Be3 Bxe3 fxe3 O-O e5 Nd5 Nxd5 exd5 Bd3 Re8 e4 dxe4 Bxe4 Nxe5 Re1 Bg4 Re3 Nxf3 gxf3 Bxf3+ Rxf3 Rxe4 Kd2 Rae8 Raf1 f6 R1f2 Kf7 Rc3 R8e7 Rff3 Re2+ Kd3 Rxh2 Rf5 Rh3+ Kc4 Rxc3+ Kxc3 Re5 Rf3 Rc5+ Kd2 Ra5 a3 Rd5+ Kc3 c6 b3 Rc5+ Kb2 b5 Rd3 Rd5 Rc3 c5 a4 bxa4 bxa4 Ke6 Re3+ Re5 Rc3 Re4 Rxc5 Rxa4 Rc6+ Kf5 Rc7 Kg6 Kb3 Ra6 c4 f5 c5 f4 Rd7 Rc6 Rd6+ Rxd6 cxd6 Kf7 d7 Ke7 d8=Q+ Kxd8 Kc2 a5 Kd2 a4 Ke2 a3 Kf3 a2 Kxf4 a1=Q Kf5 Qg1 Ke6 g5,C00,3,French Defense: Knight Variation,French Defense,,Knight Variation
1064,TRUE,69,Resign,White,10+0,vishalvasans1,1575,marcose_14,1571,c4 Nc6 Nc3 e5 Nf3 d6 d4 exd4 Nxd4 Bd7 e4 Be7 Be3 Nf6 Bd3 O-O O-O Bg4 Be2 Bxe2 Qxe2 Nxd4 Bxd4 c5 Be3 a6 Rac1 Qd7 b3 Qg4 Qxg4 Nxg4 Bf4 f6 h3 Ne5 Nd5 Bd8 Bg3 f5 exf5 Rxf5 Rc3 Ba5 Re3 Ng6 Bxd6 b6 Bc7 h6 Bxb6 Bxb6 Nxb6 Rd8 Nd5 Re5 Rxe5 Nxe5 Re1 Nd3 Re2 a5 Ne7+ Kh7 Rd2 g5 Nc6 Rd6 Ne5,A27,5,English Opening: King's English Variation |  Three Knights System,English Opening,,King's English Variation
1065,TRUE,40,Mate,Black,10+0,vishalvasans1,1585,ruzeebaba,1632,c4 e5 g3 Bc5 Bg2 Nc6 Nc3 d6 b3 a6 Bb2 Nf6 d3 Bd4 Nf3 Ba7 O-O Bg4 h3 Bh5 d4 Nxd4 Nxd4 Bxd4 Bxb7 Rb8 Bg2 O-O Re1 Ne4 Bxe4 Qf6 Qc2 Qxf2+ Kh1 Qxg3 Bxh7+ Kh8 Be4 Qxh3#,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
1066,FALSE,72,Resign,White,15+0,ranko898,2065,superhero098,1976,e4 c5 c3 e5 d4 cxd4 cxd4 exd4 Qxd4 Nc6 Qa4 Nf6 Nf3 Qa5+ Qxa5 Nxa5 Bd3 Bc5 O-O O-O Nc3 Nc6 Na4 Be7 h3 h6 Be3 Re8 Rac1 Bd8 Nd2 Ne5 Bb1 b5 Nc5 d6 Nd3 Bb7 f3 a6 Nb3 Rc8 Rxc8 Bxc8 Rd1 Nc4 Bd4 Bb7 Nd2 Bb6 Bxb6 Nxb6 Nf4 d5 exd5 Nfxd5 Nxd5 Nxd5 Ne4 Ba8 Nd6 Re2 Nc8 Bc6 Be4 Bb7 Ne7+ Kf8 Nxd5 Rxb2 Nc3 Rc2,B21,6,Sicilian Defense: Smith-Morra Gambit Declined |  Center Formation,Sicilian Defense,,Smith-Morra Gambit Declined
1067,TRUE,63,Resign,White,7+4,cuxhaven,1976,superhero098,1988,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 Nb5 O-O a3 Bxc3+ Nxc3 d5 Bg5 h6 Bxf6 Qxf6 exd5 Rd8 Be2 exd5 O-O Be6 Bf3 Nc6 Rb1 Ne5 Be2 a6 f4 Nc4 Qd3 Rac8 f5 Nxb2 fxe6 Nxd3 Rxf6 gxf6 exf7+ Kg7 Bxd3 Rxc3 Rxb7 Rxa3 Ra7 Rd6 Bg6 f5 Ra8 Ra1+ Kf2 Kxg6 f8=Q Rf6 Qg8+ Kh5 Qh8 Rg6 Qxa1,B40,10,Sicilian Defense: Pin Variation,Sicilian Defense,,Pin Variation
1068,TRUE,141,Resign,White,7+4,superhero098,1976,cuxhaven,1987,e4 e5 Nf3 Nc6 b3 Bc5 Bc4 d6 d3 Bg4 h3 Bh5 Nbd2 Bd4 Rb1 Bc3 g4 Bg6 O-O h5 g5 f6 h4 fxg5 Nxg5 Qf6 Ndf3 O-O-O Be3 Re8 Bd5 Nd4 Bxd4 exd4 Bxg8 Rhxg8 Kg2 Qf4 Rh1 Rgf8 Qg1 Bf7 Qh2 Be6 Qxf4 Rxf4 Nxe6 Rxe6 Ng5 Ref6 f3 Rg6 Rbf1 Kd7 Kf2 Bd2 Ke2 Be3 Rh2 Rff6 Rg2 Rf4 Rh2 Rf8 Rg2 Bxg5 hxg5 Rh8 f4 Re6 f5 Re5 f6 gxf6 Rxf6 d5 Rf5 Rhe8 Rxe5 Rxe5 Kf3 dxe4+ dxe4 Ke6 Kf4 Ra5 a4 Kf7 Rd2 Kg6 Rxd4 Rxg5 Rd7 Rc5 c4 a5 Rd8 b6 Rh8 Kg7 Re8 Kf6 e5+ Kf7 Rh8 Kg6 e6 Kf6 Rh6+ Ke7 Ke4 Rc6 Kd5 Rc5+ Kd4 Rc6 Rxh5 Rxe6 c5 Kd7 Kd5 bxc5 Rh7+ Re7 Rxe7+ Kxe7 Kc6 Kd8 Kxc5 Kc8 Kb5 Kb7 Kxa5 Ka7 Kb5 Kb7 a5 Ka7 Kc6 Ka6 b4,C44,4,King's Knight Opening: Normal Variation,King's Knight Opening,,Normal Variation
1069,TRUE,92,Mate,Black,8+0,soosi98,2035,superhero098,1961,d4 c5 d5 Nf6 c4 e5 dxe6 fxe6 Nf3 d5 e3 Be7 Be2 O-O O-O Nc6 a3 Re8 Qc2 d4 exd4 cxd4 Bd3 e5 Re1 Bd6 Bg5 h6 Bxf6 Qxf6 Nbd2 Bg4 Ne4 Qe7 Nxd6 Qxd6 Qb3 Kh8 Be4 Re7 Bd5 Rf8 Rad1 Na5 Qc2 b5 b4 bxc4 bxa5 Qxd5 Rxd4 exd4 Rxe7 Bxf3 Qg6 Qg5 Qxg5 hxg5 gxf3 Rxf3 Re4 Rd3 Re2 c3 Kf1 Rd1+ Re1 Rxe1+ Kxe1 d3 Kd1 Kh7 h3 Kh6 f3 Kh5 a6 Kh4 a4 Kxh3 a5 Kg3 Ke1 Kxf3 Kd1 g4 Ke1 g3 Kd1 g2 Kc1 g1=Q#,A56,6,Benoni Defense: Czech Benoni Defense,Benoni Defense,,Czech Benoni Defense
1070,TRUE,64,Resign,Black,10+0,superhero098,1975,wqf7,1908,e4 e5 Nc3 Bc5 Nf3 Nc6 Bb5 Nf6 O-O O-O d3 d5 exd5 Nxd5 Ne4 Bd6 Nxd6 cxd6 Re1 Bg4 h3 Bh5 Qe2 Nd4 Qe4 Nf6 Qxb7 Rb8 Qxa7 Rxb5 Nxd4 exd4 Qxd4 Re8 Rxe8+ Qxe8 Qe3 Re5 Qf4 Nd5 Qh4 Re1+ Kh2 Qe5+ Qg3 Qxg3+ Kxg3 Nb4 a4 Nxc2 Rb1 Be2 b4 Bxd3 b5 Nd4 Ra1 Nb3 Ra3 Nxc1 b6 Ba6 Rc3 Ne2+,C48,8,Four Knights Game: Spanish Variation |  Classical Variation,Four Knights Game,,Spanish Variation
1071,TRUE,90,Resign,Black,10+0,zovar,1463,superhero098,1974,e4 d5 Nf3 dxe4 Ng5 Nf6 d3 Bf5 Nc3 exd3 Bxd3 Bxd3 Qxd3 Qxd3 cxd3 Nc6 Be3 a5 a3 h6 Nge4 Ng4 Bf4 e5 Bg3 f5 h3 fxe4 hxg4 exd3 Rd1 O-O-O O-O Be7 Ne4 Rhe8 Rfe1 a4 Nc3 Nd4 Bxe5 Nb3 Ne4 Bf8 f4 g5 Nf6 Re6 f5 Rc6 Re3 Bc5 Kf2 d2 Ke2 Bxe3 Kxe3 Rc4 Bc3 Rd6 Ne4 Rd8 Bxd2 Rxe4+ Kxe4 Nxd2+ Rxd2 Rxd2 Ke5 Rxb2 f6 Kd7 Kf5 Rxg2 Kg6 Rf2 Kxh6 Rxf6+ Kxg5 Ke6 Kh5 Rf3 g5 Rg3 Kh6 c5 g6 c4 g7 c3,A06,3,Zukertort Opening: Tennison Gambit,Zukertort Opening,,Tennison Gambit
1072,TRUE,70,Mate,Black,10+0,superhero098,1997,miqomanukyan2001,1480,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 b6 Bd3 Bc5 Nc3 Bxe3 Bxe3 d6 O-O-O Nf6 h3 Be6 Be2 Ne5 f4 Nc4 Bd4 O-O e5 Nd7 exd6 cxd6 Nf3 Qc7 Ng5 h6 Nge4 Nc5 Ng3 Rad8 f5 d5 Bf2 Qf4+ Kb1 Qxf2 fxe6 Qxg3 Nxd5 fxe6 Ne7+ Kf7 Nc6 Rxd1+ Rxd1 Ne3 Rc1 Rc8 Nd4 Qf2 Bf3 e5 Nb5 e4 Nd6+ Kf8 Bh5 Rc6 Nb5 Nd3 Rh1 Qxc2+ Ka1 Qxb2#,C22,7,Center Game: Paulsen Attack Variation,Center Game,,Paulsen Attack Variation
1073,FALSE,68,Resign,Black,10+0,adenildo,1950,superhero098,1997,e4 d5 e5 c5 Nf3 Nc6 Nc3 Bg4 h3 Bxf3 Qxf3 e6 Bb5 Ne7 d3 a6 Bxc6+ Nxc6 Bf4 Qc7 O-O Be7 Ne2 O-O c3 Nxe5 Bxe5 Qxe5 d4 cxd4 Nxd4 Bd6 g3 Bc7 Rfe1 Qg5 h4 Qg6 a4 h5 b4 Rac8 Qe2 Bxg3 fxg3 Qxg3+ Kh1 Qxh4+ Kg2 Rxc3 Nf3 Qg4+ Kf2 Rfc8 Rg1 Qf4 Ra2 Qxb4 Rxg7+ Kxg7 Qe5+ Kf8 Ng5 Qh4+ Ke2 Qc4+ Kf2 Qxa2+,B01,2,Scandinavian Defense,Scandinavian Defense,,
1074,TRUE,63,Mate,White,8+0,emiliooo,2229,superhero098,2002,e4 c5 Nf3 e6 c3 Nc6 d4 d5 e5 Bd7 Be2 Qb6 a3 a5 O-O Rc8 Ra2 Nge7 dxc5 Qc7 b4 Nxe5 Nxe5 Qxe5 Bf3 Nf5 Re2 Qc7 Bb2 Be7 Bg4 Bb5 Bxf5 Bxe2 Qxe2 exf5 Nd2 O-O Qf3 g6 Nb3 Rcd8 Nxa5 Bxc5 Nb3 Be7 Rd1 Bf6 g3 Rfe8 Rxd5 Rxd5 Qxd5 Bxc3 Bxc3 Qxc3 Nc5 b6 Nd7 Re6 Qa8+ Kg7 Qf8#,C02,10,French Defense: Advance Variation |  Euwe Variation,French Defense,,Advance Variation
1075,TRUE,63,Mate,White,10+0,ahmedbakeer,1819,superhero098,2020,e4 c5 Nf3 d5 exd5 Qxd5 Nc3 Qd8 Bc4 e6 d3 Nf6 Bg5 Nbd7 O-O Be7 Be3 a6 a4 b6 Ne4 Bb7 Nxf6+ Bxf6 c3 O-O h3 Ne5 Nxe5 Bxe5 f4 Bf6 Qg4 g6 h4 Bxh4 Rae1 Bxe1 Rxe1 Bd5 Bxd5 Qxd5 Qe2 Rfd8 d4 cxd4 Bxd4 f5 Rd1 b5 a5 Qc4 Qe5 Kf7 Qf6+ Ke8 Qh8+ Ke7 Bf6+ Kf7 Qg7+ Ke8 Qe7#,B27,3,Sicilian Defense,Sicilian Defense,,
1076,TRUE,75,Out of Time,White,10+0,superhero098,2014,mwafakalhaswa,1827,e4 e5 Nc3 Nf6 Nf3 Nc6 Bb5 Bc5 O-O O-O h3 d5 exd5 Nxd5 Nxd5 Qxd5 d3 Bxf2+ Rxf2 Qxb5 Qe2 Re8 Kh2 Bf5 Nh4 Bg6 a4 Qc5 Nxg6 hxg6 Qf3 f5 Qg3 f4 Qf3 Nd4 Qd1 Nf5 Re2 Ng3 Rd2 Rad8 c3 a5 d4 exd4 cxd4 Qc4 Rd3 Re1 Qxe1 Qxd3 Bxf4 Ne2 Rd1 Qe4 Be5 c5 Rd2 Nc3 Qc1 Nxa4 Qc4+ Rd5 Qxa4 Rxe5 Qb3+ Qd5 Qd3 cxd4 Qxg6 Re7 Qd3 Qe5+ Kg1,C48,8,Four Knights Game: Spanish Variation |  Classical Variation,Four Knights Game,,Spanish Variation
1077,TRUE,94,Out of Time,Black,10+0,ahmedbakeer,1807,superhero098,2008,e4 c5 Nf3 e6 Bc4 Nc6 Nc3 Nf6 d3 d5 exd5 exd5 Bb5 Be6 Bxc6+ bxc6 h3 h6 Nh2 Bd6 O-O Qc7 f4 O-O Qf3 d4 Ne4 Be7 f5 Bd5 Nxf6+ Bxf6 Qg4 Kh7 Bf4 Qd7 Rae1 Rae8 Qg3 Rxe1 Qxe1 Re8 Qd2 c4 Ng4 c3 Nxf6+ gxf6 bxc3 Rg8 Rf2 dxc3 Qxc3 Qxf5 Be3 Qxh3 Qd2 a6 c4 Bxg2 Rxg2 Rxg2+ Qxg2 Qxe3+ Kh2 Qxd3 Qxc6 f5 Qxa6 f4 Qb7 Qg3+ Kh1 Qh3+ Kg1 Qe3+ Kh1 Kg7 Qb2+ Kg8 Qb8+ Kg7 Qb2+ Kg6 Qc2+ f5 Qg2+ Kf7 Qb7+ Ke6 Qc6+ Ke5 Qc5+ Qxc5,B40,4,Sicilian Defense: French Variation,Sicilian Defense,,French Variation
1078,TRUE,102,Resign,Black,10+0,superhero098,2013,blablub,2274,c4 Nf6 Nc3 c5 Nf3 e6 e4 d6 Be2 Nbd7 d4 cxd4 Qxd4 a6 Be3 b6 h3 Bb7 Rd1 Qc7 O-O Be7 b3 O-O Bc1 Rac8 Bb2 Qb8 Rfe1 Rfd8 Bd3 Bf8 Bb1 Ba8 Ng5 b5 cxb5 axb5 Kh1 b4 Ne2 h6 Nf3 d5 exd5 Bxd5 Ne5 Bc5 Qf4 Bd6 Ng3 Nxe5 Bxe5 Bxe5 Rxe5 Bxg2+ Kxg2 Rxd1 Be4 Nxe4 Qxe4 Qa8 Qxa8 Rxa8 Rb5 Rxa2 Rxb4 Rb2 Ne4 g5 Nf6+ Kg7 Ne8+ Kg6 Nc7 Rdd2 Kg3 Rxf2 h4 Rg2+ Kf3 Rh2 hxg5 hxg5 Kg3 Rhc2 Nb5 Rd2 Kf3 Rd3+ Ke4 Rdxb3 Rxb3 Rxb3 Nd4 Rb4 Ke5 Rxd4 Kxd4 Kf5 Ke3 g4,A16,3,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,English Opening,,Anglo-Indian Defense
1079,TRUE,87,Resign,White,10+0,superhero098,2008,alfredgjoncari,1744,c4 c6 d4 e6 Nf3 g6 g3 Bg7 e4 Ne7 Be3 a6 Nc3 b5 Bg2 Bb7 c5 O-O e5 Nf5 Bg5 f6 exf6 Bxf6 Bxf6 Qxf6 O-O d5 Ne5 Bc8 Ne2 Ra7 Nf4 Rc7 h4 h5 Nfxg6 Rff7 Qxh5 Rh7 Qg4 Rhg7 Qh5 Rh7 Qd1 Nd7 Nxd7 Rcxd7 Ne5 Rc7 Qd3 Rh6 a4 Bb7 axb5 cxb5 Ng4 Qg7 Nxh6+ Qxh6 c6 Rxc6 Bxd5 Nxh4 Bxc6 Bxc6 gxh4 Qxh4 Qg3+ Qxg3+ fxg3 Bb7 Rf6 Bc8 Raf1 Kg7 Rf8 e5 Rxc8 exd4 Rd8 a5 Rxd4 Kg6 Rd5 a4 Rxb5,A11,2,English Opening: Caro-Kann Defensive System,English Opening,,Caro-Kann Defensive System
